paciente_dni,medico,fecha_hora,especialidad,motivo,prioridad_peso,id_volante,estado
54771485K,tomaguio41@fakeemail.com,2026-03-03 08:00,Pediatría,Consulta General,1.0,,Lista de Espera
67667924S,juanpabl907@fakeemail.com,2026-03-03 08:00,Oftalmología,Volante - Derivación Baja,1.0,b050303b-34a8-44bf-ae5f-f26c7d1d86fc,Lista de Espera
72713180Z,ceciross98@example.com,2026-03-03 08:00,Oncología,Volante - Derivación Alta,3.0,23b8660f-6b5d-4150-ac59-34194a3e0c75,Confirmada
26189238N,tereestr837@example.com,2026-03-03 08:30,Traumatología,Volante - Derivación Baja,1.0,5b2e730c-7d21-4112-a080-1f2587b9297d,Confirmada
56510979W,angesast324@test.com,2026-03-03 08:30,Pediatría,Consulta General,1.0,,Confirmada
15929838S,tomaguio41@fakeemail.com,2026-03-03 09:00,Pediatría,Renovación de medicación,1.0,,Lista de Espera
56510979W,angesast324@test.com,2026-03-03 09:00,Pediatría,Consulta General,1.0,,Lista de Espera
95385351G,sariteno261@test.com,2026-03-03 10:00,Ortopedia,Volante - Derivación Media,2.0,3c0a0099-9419-4e77-9a45-4e371a1cebf8,Confirmada
88184034X,tereestr837@example.com,2026-03-03 10:30,Traumatología,Volante - Derivación Alta,3.0,d051255a-2a81-4d48-bef7-3c702a72bffa,Lista de Espera
45490964T,fideherr429@example.com,2026-03-03 11:00,Dermatología,Volante - Derivación Baja,1.0,5577eac6-c5c2-4821-aeb3-0296bcf58df1,Lista de Espera
14064928Z,juanpabl907@fakeemail.com,2026-03-03 11:00,Oftalmología,Volante - Derivación Baja,1.0,7e4c0777-a613-4743-94fa-e33fa54ee8ee,Lista de Espera
96232651F,angesast324@test.com,2026-03-03 11:00,Pediatría,Consulta General,1.0,,Confirmada
06877156H,tereestr837@example.com,2026-03-03 11:30,Traumatología,Volante - Derivación Baja,1.0,0afaf39a-4a1e-47e9-8312-66c6cc1d1ee5,Confirmada
35137729P,juanpabl907@fakeemail.com,2026-03-03 11:45,Oftalmología,Volante - Derivación Baja,1.0,16a73cae-dea4-4d8d-89fa-b7644e9b5ab5,Confirmada
31503513E,ceciross98@example.com,2026-03-03 12:30,Oncología,Volante - Derivación Media,2.0,6480cef7-7ba5-4288-a272-e2d313f6cf3f,Lista de Espera
26189238N,anadel212@fakeemail.com,2026-03-03 13:00,Cardiología,Volante - Derivación Media,2.0,133eaee3-17ec-4862-a4c9-ebefcefa2fb6,Confirmada
21473429P,sariteno261@test.com,2026-03-03 13:00,Ortopedia,Volante - Derivación Alta,3.0,c01e0d22-237b-449b-928c-8a03024b5bd8,Confirmada
88083451Y,fideherr429@example.com,2026-03-03 13:15,Dermatología,Volante - Derivación Baja,1.0,243ca1f6-3dca-4b59-856f-efada983d6ee,Confirmada
66309288N,tereestr837@example.com,2026-03-03 13:30,Traumatología,Volante - Derivación Baja,1.0,77e3b797-41e6-45d7-8083-ee686bd12ae5,Confirmada
56510979W,angesast324@test.com,2026-03-03 13:30,Pediatría,Renovación de medicación,1.0,,Confirmada
46728006X,tereestr837@example.com,2026-03-03 14:00,Traumatología,Volante - Derivación Baja,1.0,c42be387-145c-4f43-a4f2-0d438ac30ced,Confirmada
62664196Y,ceciross98@example.com,2026-03-03 14:00,Oncología,Volante - Derivación Baja,1.0,1f1d69fb-3100-4c32-814e-df344b460cb7,Confirmada
03496609B,angesast324@test.com,2026-03-03 14:30,Pediatría,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-03 15:00,Pediatría,Consulta General,1.0,,Confirmada
71678090Q,aguemart303@example.com,2026-03-03 15:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
77299811P,larajime934@test.com,2026-03-03 15:30,Medicina General,Revisión de analíticas,1.0,,Confirmada
50704098T,larajime934@test.com,2026-03-03 15:45,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-03 16:00,Pediatría,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-03 16:30,Pediatría,Consulta General,1.0,,Lista de Espera
50704098T,larajime934@test.com,2026-03-03 16:30,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
33229784M,aguemart303@example.com,2026-03-03 16:30,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
36032758S,larajime934@test.com,2026-03-03 16:45,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-03 17:00,Pediatría,Renovación de medicación,1.0,,Confirmada
51445312Q,aguemart303@example.com,2026-03-03 17:00,Medicina General,Renovación de medicación,1.0,,Confirmada
95385351G,larajime934@test.com,2026-03-03 17:30,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-03 17:45,Pediatría,Consulta General,1.0,,Lista de Espera
03413904Z,larajime934@test.com,2026-03-03 18:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-03 18:45,Pediatría,Renovación de medicación,1.0,,Confirmada
64485145E,larajime934@test.com,2026-03-03 18:45,Medicina General,Renovación de medicación,1.0,,Lista de Espera
27059250A,aguemart303@example.com,2026-03-03 19:00,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-03 19:45,Pediatría,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-03 20:00,Pediatría,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-03 20:15,Pediatría,Consulta General,1.0,,Lista de Espera
26189238N,larajime934@test.com,2026-03-03 20:30,Medicina General,Revisión de analíticas,1.0,,Confirmada
91496767F,larajime934@test.com,2026-03-03 20:45,Medicina General,Consulta General,1.0,,Lista de Espera
92849730H,fideherr429@example.com,2026-03-04 08:00,Dermatología,Volante - Derivación Baja,1.0,fad55a00-2628-496a-8551-a11d6ac5b791,Confirmada
70373989S,tereestr837@example.com,2026-03-04 08:30,Traumatología,Volante - Derivación Baja,1.0,477a0dcf-a098-4294-8283-d6138f94b133,Confirmada
53504438K,juanpabl907@fakeemail.com,2026-03-04 08:45,Oftalmología,Volante - Derivación Baja,1.0,cf434c1b-9cbe-4e56-a55b-89e7d3fbc900,Confirmada
67667924S,fideherr429@example.com,2026-03-04 09:30,Dermatología,Volante - Derivación Baja,1.0,577de0b2-5e18-4171-9b8a-811ec768530b,Confirmada
85613037E,ceciross98@example.com,2026-03-04 09:30,Oncología,Volante - Derivación Baja,1.0,2d42c768-7530-4044-89f2-634914145ff6,Confirmada
02663759Z,angesast324@test.com,2026-03-04 10:30,Pediatría,Revisión de analíticas,1.0,,Confirmada
61065807W,tereestr837@example.com,2026-03-04 11:30,Traumatología,Volante - Derivación Baja,1.0,51761a1f-8976-4233-82be-ec678f560a98,Confirmada
51445312Q,anadel212@fakeemail.com,2026-03-04 12:00,Cardiología,Volante - Derivación Baja,1.0,41a7aaa8-aed2-45cf-a275-76d6018ca81c,Confirmada
54771485K,tomaguio41@fakeemail.com,2026-03-04 12:00,Pediatría,Renovación de medicación,1.0,,Confirmada
96232651F,angesast324@test.com,2026-03-04 12:00,Pediatría,Consulta General,1.0,,Lista de Espera
81445453S,fideherr429@example.com,2026-03-04 12:30,Dermatología,Volante - Derivación Alta,3.0,39f8bc57-33fa-40e8-9c3a-63376b0dd569,Confirmada
46094107Z,tereestr837@example.com,2026-03-04 12:30,Traumatología,Volante - Derivación Baja,1.0,3b9e5da3-4277-4d9e-94a6-9684f3dbb35b,Confirmada
15243013Q,angesast324@test.com,2026-03-04 12:30,Pediatría,Renovación de medicación,1.0,,Confirmada
67667924S,sariteno261@test.com,2026-03-04 13:00,Ortopedia,Volante - Derivación Baja,1.0,f2f82632-0000-4b56-9b05-5e2296f0d72c,Confirmada
02663759Z,angesast324@test.com,2026-03-04 13:00,Pediatría,Consulta General,1.0,,Lista de Espera
88184034X,juanpabl907@fakeemail.com,2026-03-04 13:15,Oftalmología,Volante - Derivación Baja,1.0,530b8f89-c443-48da-9351-872ce031cf62,Lista de Espera
46728006X,ceciross98@example.com,2026-03-04 13:15,Oncología,Volante - Derivación Baja,1.0,2c272af9-4048-494d-b710-db40133027b3,Confirmada
50676404K,anadel212@fakeemail.com,2026-03-04 14:00,Cardiología,Volante - Derivación Media,2.0,96cf10da-30c2-46bf-988b-14cf83ad85ad,Confirmada
62664196Y,tomaguio41@fakeemail.com,2026-03-04 14:00,Pediatría,Revisión de analíticas,1.0,,Lista de Espera
85463086P,juanpabl907@fakeemail.com,2026-03-04 14:00,Oftalmología,Volante - Derivación Baja,1.0,3e27aaf7-b714-4383-ac67-2cd559831063,Lista de Espera
84580564L,sariteno261@test.com,2026-03-04 14:00,Ortopedia,Volante - Derivación Baja,1.0,6cff0553-1844-451a-afa3-1105fe0f0f11,Lista de Espera
64485145E,tereestr837@example.com,2026-03-04 14:00,Traumatología,Volante - Derivación Baja,1.0,4594b830-57ca-4de7-b258-43ed6e7538c1,Confirmada
10216925A,ceciross98@example.com,2026-03-04 14:00,Oncología,Volante - Derivación Alta,3.0,9ee39a11-2872-4f4d-bb9a-0c4c656289a6,Confirmada
02663759Z,angesast324@test.com,2026-03-04 14:00,Pediatría,Renovación de medicación,1.0,,Confirmada
66309288N,larajime934@test.com,2026-03-04 15:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
05916827P,larajime934@test.com,2026-03-04 15:30,Medicina General,Consulta General,1.0,,Confirmada
46728006X,aguemart303@example.com,2026-03-04 15:30,Medicina General,Renovación de medicación,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-04 15:45,Pediatría,Renovación de medicación,1.0,,Lista de Espera
77299811P,larajime934@test.com,2026-03-04 15:45,Medicina General,Renovación de medicación,1.0,,Confirmada
71678090Q,aguemart303@example.com,2026-03-04 16:00,Medicina General,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-04 16:45,Pediatría,Consulta General,1.0,,Lista de Espera
88184034X,larajime934@test.com,2026-03-04 16:45,Medicina General,Revisión de analíticas,1.0,,Confirmada
53780937Z,aitasala693@fakeemail.com,2026-03-04 17:00,Medicina General,Consulta General,1.0,,Confirmada
14793960S,larajime934@test.com,2026-03-04 17:30,Medicina General,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-04 17:45,Pediatría,Revisión de analíticas,1.0,,Confirmada
64485145E,larajime934@test.com,2026-03-04 17:45,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-04 18:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
37884463J,larajime934@test.com,2026-03-04 18:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
21473429P,aguemart303@example.com,2026-03-04 18:00,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-04 18:30,Pediatría,Renovación de medicación,1.0,,Lista de Espera
26189238N,larajime934@test.com,2026-03-04 18:30,Medicina General,Renovación de medicación,1.0,,Confirmada
84580564L,aguemart303@example.com,2026-03-04 18:30,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-04 18:45,Pediatría,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-04 19:00,Pediatría,Renovación de medicación,1.0,,Lista de Espera
64485145E,larajime934@test.com,2026-03-04 19:15,Medicina General,Renovación de medicación,1.0,,Confirmada
53780937Z,aitasala693@fakeemail.com,2026-03-04 20:00,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-04 20:00,Pediatría,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-04 20:45,Pediatría,Revisión de analíticas,1.0,,Lista de Espera
71414884E,tomaguio41@fakeemail.com,2026-03-05 09:00,Pediatría,Consulta General,1.0,,Confirmada
85463086P,cariflor149@test.com,2026-03-05 09:00,Ginecología,Volante - Derivación Baja,1.0,95d2cb67-9e77-4a25-a862-64112930e9d3,Confirmada
15191143B,sariteno261@test.com,2026-03-05 09:00,Ortopedia,Volante - Derivación Baja,1.0,0bd765a4-8863-4f98-8a9e-c3f11e96d969,Confirmada
72713180Z,ceciross98@example.com,2026-03-05 09:30,Oncología,Volante - Derivación Baja,1.0,d764799d-18c3-4c2b-adf4-4082638b1203,Lista de Espera
27059250A,cariflor149@test.com,2026-03-05 09:45,Ginecología,Volante - Derivación Media,2.0,7dabd951-dd04-4468-b608-8bc0eabd8b69,Confirmada
48252795Z,juanpabl907@fakeemail.com,2026-03-05 10:15,Oftalmología,Volante - Derivación Media,2.0,d9a42cbd-eb67-4815-8159-86fcd3b053a4,Confirmada
48252795Z,cariflor149@test.com,2026-03-05 10:30,Ginecología,Volante - Derivación Baja,1.0,2eb08abe-b15d-485a-95b7-0e79145688dd,Lista de Espera
71414884E,tomaguio41@fakeemail.com,2026-03-05 11:00,Pediatría,Consulta General,1.0,,Confirmada
25489931C,juanpabl907@fakeemail.com,2026-03-05 11:00,Oftalmología,Volante - Derivación Baja,1.0,cdf83668-ae4e-4579-815b-8c3270407754,Lista de Espera
60480137G,sariteno261@test.com,2026-03-05 12:00,Ortopedia,Volante - Derivación Baja,1.0,0679463a-c523-419a-89c6-483b910de62c,Confirmada
62664196Y,ceciross98@example.com,2026-03-05 12:30,Oncología,Volante - Derivación Baja,1.0,7726c0f4-d668-48bb-9048-56e0c78a790b,Confirmada
57315868Y,juanpabl907@fakeemail.com,2026-03-05 13:15,Oftalmología,Volante - Derivación Baja,1.0,ae123e67-a36c-4cae-a3d0-a199bf0fa042,Confirmada
54771485K,ceciross98@example.com,2026-03-05 13:15,Oncología,Volante - Derivación Baja,1.0,2fad0d0e-33a4-4d10-a60e-2828ac7b4580,Confirmada
91496767F,larajime934@test.com,2026-03-05 15:30,Medicina General,Revisión de analíticas,1.0,,Confirmada
32335435B,cariflor149@test.com,2026-03-05 16:00,Ginecología,Volante - Derivación Baja,1.0,c3093b54-94ba-4087-b4d5-9233d7277e66,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-05 16:15,Pediatría,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-05 16:30,Pediatría,Consulta General,1.0,,Confirmada
14793960S,larajime934@test.com,2026-03-05 16:30,Medicina General,Renovación de medicación,1.0,,Confirmada
95385351G,larajime934@test.com,2026-03-05 16:45,Medicina General,Revisión de analíticas,1.0,,Confirmada
64247077G,aitasala693@fakeemail.com,2026-03-05 17:00,Medicina General,Renovación de medicación,1.0,,Lista de Espera
60480137G,larajime934@test.com,2026-03-05 17:00,Medicina General,Consulta General,1.0,,Lista de Espera
47645559R,aguemart303@example.com,2026-03-05 17:00,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-05 17:15,Pediatría,Consulta General,1.0,,Confirmada
88184034X,larajime934@test.com,2026-03-05 17:15,Medicina General,Revisión de analíticas,1.0,,Confirmada
25483108M,aguemart303@example.com,2026-03-05 17:30,Medicina General,Revisión de analíticas,1.0,,Confirmada
42935729L,aitasala693@fakeemail.com,2026-03-05 18:00,Medicina General,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-05 18:15,Pediatría,Revisión de analíticas,1.0,,Confirmada
37884463J,larajime934@test.com,2026-03-05 18:15,Medicina General,Consulta General,1.0,,Confirmada
25483108M,aguemart303@example.com,2026-03-05 18:30,Medicina General,Renovación de medicación,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-05 19:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
66309288N,larajime934@test.com,2026-03-05 19:00,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-05 19:15,Pediatría,Renovación de medicación,1.0,,Confirmada
77299811P,larajime934@test.com,2026-03-05 19:45,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-05 20:00,Pediatría,Consulta General,1.0,,Confirmada
57315868Y,aguemart303@example.com,2026-03-05 20:00,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-05 20:15,Pediatría,Renovación de medicación,1.0,,Confirmada
68827354S,larajime934@test.com,2026-03-05 20:30,Medicina General,Renovación de medicación,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-05 20:45,Pediatría,Revisión de analíticas,1.0,,Confirmada
96232651F,anadel212@fakeemail.com,2026-03-06 08:00,Cardiología,Volante - Derivación Baja,1.0,5d78658c-021b-430d-854f-6d4cb1820f7a,Confirmada
64485145E,fideherr429@example.com,2026-03-06 08:00,Dermatología,Volante - Derivación Baja,1.0,44c0ec63-1b49-475c-981a-9ca15078159f,Confirmada
53108171K,ceciross98@example.com,2026-03-06 08:00,Oncología,Volante - Derivación Baja,1.0,5f09ca03-fb0f-432c-8767-8febbf5fba93,Lista de Espera
11377510P,angesast324@test.com,2026-03-06 08:30,Pediatría,Consulta General,1.0,,Lista de Espera
54696743Y,cariflor149@test.com,2026-03-06 09:00,Ginecología,Volante - Derivación Baja,1.0,9c240605-f249-4b31-8a5e-e5036ac1025b,Confirmada
32335435B,juanpabl907@fakeemail.com,2026-03-06 09:30,Oftalmología,Volante - Derivación Baja,1.0,aa2ff939-6125-487c-a29e-efc0af07b209,Confirmada
75608512Z,sariteno261@test.com,2026-03-06 10:00,Ortopedia,Volante - Derivación Baja,1.0,80ac4132-e72d-4190-9cd6-da12c014f957,Confirmada
97157445V,fideherr429@example.com,2026-03-06 10:15,Dermatología,Volante - Derivación Alta,3.0,369eb5e9-e668-4fa4-b611-9e243a024ef9,Lista de Espera
04248696K,juanpabl907@fakeemail.com,2026-03-06 10:15,Oftalmología,Volante - Derivación Baja,1.0,4f72732f-3c8b-4c64-b525-7296230df04c,Confirmada
96232651F,angesast324@test.com,2026-03-06 10:30,Pediatría,Revisión de analíticas,1.0,,Confirmada
45533458J,fideherr429@example.com,2026-03-06 11:00,Dermatología,Volante - Derivación Baja,1.0,9a9ceda0-3886-4830-adc2-943019c35a50,Confirmada
45935444M,tomaguio41@fakeemail.com,2026-03-06 11:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
46728006X,cariflor149@test.com,2026-03-06 11:15,Ginecología,Volante - Derivación Baja,1.0,9b07e808-512a-4b28-8f78-d83cf7dcaa29,Confirmada
56510979W,angesast324@test.com,2026-03-06 11:30,Pediatría,Consulta General,1.0,,Confirmada
63686859C,anadel212@fakeemail.com,2026-03-06 12:00,Cardiología,Volante - Derivación Baja,1.0,d8a962f4-7343-4b84-9d7e-516f9e0bf8f5,Confirmada
70516985C,cariflor149@test.com,2026-03-06 12:00,Ginecología,Volante - Derivación Baja,1.0,fe1a275d-ad85-48c9-a25a-fa4abce5fc0c,Confirmada
68827354S,sariteno261@test.com,2026-03-06 12:00,Ortopedia,Volante - Derivación Baja,1.0,3f034392-969b-4a04-9771-151d3aafbfb5,Confirmada
96232651F,angesast324@test.com,2026-03-06 12:00,Pediatría,Consulta General,1.0,,Confirmada
02663759Z,angesast324@test.com,2026-03-06 12:30,Pediatría,Consulta General,1.0,,Confirmada
64247077G,ceciross98@example.com,2026-03-06 13:15,Oncología,Volante - Derivación Baja,1.0,5212d94c-f3e1-4f2b-af24-ecc48ebef84d,Lista de Espera
71414884E,tomaguio41@fakeemail.com,2026-03-06 14:00,Pediatría,Renovación de medicación,1.0,,Confirmada
50704098T,juanpabl907@fakeemail.com,2026-03-06 14:00,Oftalmología,Volante - Derivación Alta,3.0,d38fdd18-8313-409a-9e5c-fb6f3160b216,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-06 15:15,Pediatría,Revisión de analíticas,1.0,,Lista de Espera
93342722M,larajime934@test.com,2026-03-06 16:15,Medicina General,Renovación de medicación,1.0,,Lista de Espera
32335435B,cariflor149@test.com,2026-03-06 16:45,Ginecología,Volante - Derivación Baja,1.0,d22bac20-0e1e-4c41-84d0-ad4129ff5ca8,Lista de Espera
45533458J,aitasala693@fakeemail.com,2026-03-06 17:00,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-06 17:00,Pediatría,Renovación de medicación,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-06 17:45,Pediatría,Renovación de medicación,1.0,,Lista de Espera
05916827P,larajime934@test.com,2026-03-06 17:45,Medicina General,Revisión de analíticas,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-06 18:00,Pediatría,Revisión de analíticas,1.0,,Confirmada
26189238N,larajime934@test.com,2026-03-06 18:00,Medicina General,Consulta General,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-06 18:15,Pediatría,Consulta General,1.0,,Confirmada
93342722M,larajime934@test.com,2026-03-06 18:15,Medicina General,Renovación de medicación,1.0,,Lista de Espera
29099523S,larajime934@test.com,2026-03-06 18:45,Medicina General,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-06 19:00,Pediatría,Renovación de medicación,1.0,,Lista de Espera
03413904Z,larajime934@test.com,2026-03-06 19:00,Medicina General,Consulta General,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-06 19:15,Pediatría,Renovación de medicación,1.0,,Confirmada
53108171K,narcpeir429@test.com,2026-03-06 19:30,Pediatría,Renovación de medicación,1.0,,Confirmada
37884463J,larajime934@test.com,2026-03-06 19:30,Medicina General,Revisión de analíticas,1.0,,Lista de Espera
53108171K,narcpeir429@test.com,2026-03-06 19:45,Pediatría,Revisión de analíticas,1.0,,Confirmada
50952260S,aitasala693@fakeemail.com,2026-03-06 20:00,Medicina General,Renovación de medicación,1.0,,Lista de Espera
37884463J,larajime934@test.com,2026-03-06 20:00,Medicina General,Renovación de medicación,1.0,,Confirmada
17924058C,larajime934@test.com,2026-03-06 20:45,Medicina General,Revisión de analíticas,1.0,,Confirmada
